"id","uuid","code","common_name_en","common_name_fr","scientific_name","abbrev","tsn","aphia_id","strap_code","image","description_image","shrimp","invertebrate","created_at","updated_at","created_by_id","last_modified_by_id","is_invalid"
2929,"38d7337d31a0445582e01011e0b1a355",2929,Lernaeocera branchialis,Lernaeocera branchialis,Lernaeocera branchialis,,,135993,,"2929.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:26.042",,,0
2980,"961ec07d79154feba0e76dc9fc610f4a",2980,Isopoda unidentified,Isopoda non-spécifié,Isopoda (o.),,,1131,,"2980.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:28.028",,,0
2981,e164d670b78447e285b7f7bb0ce6a858,2981,Isopod (A. psora),Isopode (A. psora),Aega psora,,,118827,,"2981.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:28.078",,,0
2990,"7be94c978ca74889aea0cd927696eecf",2990,Barnacles unidentified (Cirripedia),Balanes non-spécifié (Cirripedia),Cirripedia (s.c.),,,1082,,"2990.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:28.587",,,0
2995,"3814d3a652f242a58d0c7e4a028db8df",2995,Barnacles unidentified (Balanidae),Balanes non-spécifié (Balanidae),Balanidae (f.),,,106057,,"2995.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:28.854",,,0
3000,"9e848b92ea4d4f15b32c04bf2a7e3dbc",3000,Segmented worm unidentified,Segmented worm non-spécifié,Annelida (p.),,,882,,"3000.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:29.147",,,0
3100,"6e0af470c12f4fb0a6b2c1774f8dde38",3100,"Polychaetes, Bristle Worm unidentified (Polychaeta)",Polychète non spécifié (Polychaeta),Polychaeta (c.),,,883,,"3100.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:29.797",,,0
3101,"64b2702d7b204a9285cbbc6b6c047916",3101,Polychaete unidenitifed large,Polychète non spécifié grand,Polychaeta (c.) large,,,,,"3101.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:29.847",,,0
3102,"67d8d918d0084b5d849f494974e383b1",3102,Polychaete unidentified small,Polychète non spécifié petit,Polychaeta (c.) small,,,,,"3102.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:29.913",,,0
3115,c859f8a635094e829a709ad7e51ee9f7,3115,Nephtyidae unidentified,Nephtyidae non-spécifié,Nephtyidae (f.),,,956,,"3115.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:30.608",,,0
3117,"4859f4ac535147399d04ca9390f29ee7",3117,Lumbrineridae unidentified,Lumbrineridae non-spécifié,Lumbrineridae (f.),,,967,,"3117.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:30.691",,,0
3130,"1eb36c1c4cee444899a75fc3806ae9f2",3130,Nereis unidentified,Nereis non-spécifié,Nereis sp.,,,129379,,"3130.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:31.5",,,0
3131,"6123e266a20d46dc878df137eb108885",3131,Clam Worm (N. pelagica),Polychète (N. pelagica),Nereis pelagica,,,130404,,"3131.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:31.582",,,0
3133,dbe964b96a1f47bdbe7bf496c3bd651c,3133,Capitellidae unidentified,Capitellidae non-spécifié,Capitellidae (f.),,,921,,"3133.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:31.684",,,0
3138,"5c67aa5fce2549eb9559a2032978b1cd",3138,Feather duster worm unidentified,Sabellidae non-spécifié,Sabellidae (f.),,,985,,"3138.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:31.951",,,0
3139,"07b5dd3981694d64a798d9f469f04c32",3139,Trumpet worm unidentified,Pectinariidae non-spécifié,Pectinariidae (f.),,,980,,"3139.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.001",,,0
3142,"4d83547f7a004f329ff5fd5b73274b59",3142,Pectinaria gouldii,Pectinaria gouldii,Pectinaria gouldii,,,334421,,"3142.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.151",,,0
3143,"56294a39d49f4358997094aebddf3091",3143,Bamboo Worm unidentified (Maldanidae),Polychète sédentaire non-spécifié (Maldanidae),Maldanidae (f.),,,923,,"3143.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.201",,,0
3144,c16810952b08435c850e8d3e7987f2f7,3144,Pectinaria unidentified,Pectinaria non-spécifié,Pectinaria sp.,,,129437,,"3144.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.251",,,0
3146,dfd4cf35fc194105932683810ddc64c8,3146,Ampharetidae unidentified,Ampharetidae non-spécifié,Ampharetidae (f.),,,981,,"3146.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.367",,,0
3149,"598a40968dea4a0b96f5fe3d1f09af14",3149,Trumpet Worm (C. granulata),Ver-trompette (C. granulata),Cistenides granulata,,,238377,,"3149.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.542",,,0
3150,bb8be4238fc94e009c5a4bb86dc7d78d,3150,Clam Worm uniddentified (Nereididae),Polychète errante non-spécifié (Nereididae),Nereididae (f.),,,22496,,"3150.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.592",,,0
3152,ec4620658c3648049522993ea9f8ff69,3152,Seaworm (S. inflatum),Polychète (S. inflatum),Scalibregma inflatum,,,130980,,"3152.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.726",,,0
3153,"0b6a06f7f08042c086d0a4f6f9fac4e5",3153,Opheliidae unidentified,Opheliidae non-spécifié,Opheliidae sp.,,,924,,"3153.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:32.801",,,0
3159,"41ece74a40284121bcb37873306756a7",3159,Ophelia unidentified,Ophelia non-spécifié,Ophelia sp.,,,129413,,"3159.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:33.193",,,0
3160,"2eedde87d6014aeeb920941d94b9bdd1",3160,Terebellid Worm unidentified (Terebellidae),Polychète sédentaire non-spécifié (terebellidae),Terebellidae (f.),,,982,,"3160.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:33.244",,,0
3161,aa4a776e03b6464da85a5f0b61067feb,3161,Northern lugworm,Arenicola marina,Arenicola marina,,,129868,,"3161.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:33.31",,,0
3170,"88e3319060e6436d9ff58dea339d870c",3170,Flabelligerid Worm unidentified (Flabelligeridae),Polychète sédentaire non-spécifié (Flabelligeridae),Flabelligeridae (f.),,,976,,"3170.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:33.863",,,0
3172,cea65930f3c64951b72839314401f0e0,3172,Brada unidentified,Brada non-spécifié,Brada sp.,,,129289,,"3172.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:33.962",,,0
3180,f48758beec104cbd8bad18c74ebd5776,3180,Thraciidae unidentified,Thraciidae non-spécifié,Thraciidae (f.),,,256,,"3180.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:34.513",,,0
3194,"99163c1858794c37b8016491eef86d9e",3194,Oweniidae unidentified,Oweniidae non-spécifié,Oweniidae (f.),,,975,,"3194.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:35.344",,,0
3196,"143016de04c6439f926db89af4f6e4cc",3196,Owenia fusiformis,Owenia fusiformis,Owenia fusiformis,,,130544,,"3196.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:35.588",,,0
3199,c88dd93239384e40a93a10df63927916,3199,Worm cast,Polychaete sp. restes,Polychaete sp. remains,,,,,"3199.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:35.689",,,0
3200,"438821443caf4a45bd431e4e2853b9ab",3200,Sea Mouse (A. hastata),Souris de mer (A. hastata),Aphrodita hastata,,,157181,,species_images_by_aphia_id/157181/157181_photo.jpg,"",0,0,"2020-08-13 14:04:48.376","2022-07-25 17:56:45.262141",,,0
3210,"6566621e0d5f421594205e902117e5ed",3210,Sea mouse unidentified,Sea mouse non-spécifié,Aphroditidae (f.),,,938,,"3210.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:35.872",,,0
3212,"357564e438a44b9591bef6071dae7c8c",3212,Aphrodita unidentified,Aphrodita non-spécifié,Aphrodita sp.,,,129194,,"3212.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:35.974",,,0
3300,a66cc84d681f473a9f8d3913f8261e72,3300,"Sipunculid, Peanut Worm unidentified (Sipuncula)",Sipunculide non-spécifié (Sipuncula),Sipuncula (o.),,,1268,,"3300.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:36.384",,,0
3314,a83e3481cdc9427eb1e20c2a68d00efb,3314,Hermit Sipunculid (P. strombus),Sipunculide (P. strombus),Phascolion (Phascolion) strombus strombus,,,410749,,"3314.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:36.601",,,0
3340,"1439f4552f7b45c197e26b894586bcd8",3340,Echiuridae unidentified,Echiuridae non-spécifié,Echiuridae (f.),,,110349,,"3340.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:36.777",,,0
3400,af22e7f2d56c4200b05e83c7d7b423f2,3400,Acanthocephala unidentified,Acanthocephala non-spécifié,Acanthocephala (p.),,,18814,,"3400.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:36.827",,,0
3451,c600cf692cb54049bcb59f0a9948ec93,3451,Priapulid (P. caudatus),Priapulide (P. caudatus),Priapulus caudatus,,,101160,,"3451.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:36.981",,,0
3500,"1a3f3979b5554b9fa9b69cf0ea7a0919",3500,Scaled Worm unidentified (Polynoidae),Polychète errante non-spécifié (Polynoidae),Polynoidae (f.),,,939,,"3500.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.083",,,0
3501,"8eea7320026f426ba075d29a6253073d",3501,Twelve scaled worm,Lepidonotus squamatus,Lepidonotus squamatus,,,130801,,"3501.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.135",,,0
3700,"883b3a948b3f40d295ae93165c55e07c",3700,Sipunculus unidentified,Sipunculus non-spécifié,Sipunculus sp.,,,136031,,"3700.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.684",,,0
3701,"8e248079f365450f8cb459655efd0f4f",3701,Sipunculids unidentified (Golfingia sp.),Sipunculides non-spécifié (Golfingia sp.),Golfingia sp.,,,136021,,"3701.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.742",,,0
3999,"92d144624c624f42b76093191391df2b",3999,Sand tube,?,Sand tube,,,,,"3999.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.784",,,0
4000,"5507edd6eb604b9abb5f5bbcf2074778",4000,Mollusc unidentified,Mollusca non-spécifié,Mollusca (p.),,,51,,"4000.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.825",,,0
4110,"20806091780c4b04b1d59d53d5bf3ea6",4110,Tusk shells,Scaphopoda non-spécifié,Scaphopoda (c.),,,104,,"4110.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.911",,,0
4200,"7d4485b579814368b9979bade210da4e",4200,Gastropods unidentified (slug),Gastéropodes non-spécifié (limace),Gastropoda (c.),,,101,,"4200.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:37.952",,,0
4209,f9e1b90580484e7b886cf79b3d115054,4209,Whelk unidentified (Buccinidae),Buccinidés non-spécifié (Buccinidae),Buccinidae (f.),,,149,,"4209.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.104",,,0
4210,"4f804a57167d4ab3898683f4a1ee4683",4210,Whelk unidentified (Buccinum sp.),Buccins non-spécifié (Buccinum sp.),Buccinum sp.,,,137701,,species_images_by_aphia_id/137701/137701_photo.jpg,"",0,0,"2020-08-13 14:04:48.376","2022-07-25 17:56:37.30384",,,0
4211,"69207bae499845ca80b403efa3a16901",4211,Waved whelk,Buccin commun,Buccinum undatum,,,138878,,"4211.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.226",,,0
4212,"40be79a48f01466aad8cfae8b865dc69",4212,Ladder whelk,Buccin (B. scalariforme),Buccinum scalariforme,,,138875,,"4212.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.276",,,0
4220,b219c2c9c70442de84c5178df8fefba8,4220,Moon Snail unidentified (Naticidae),Lunaties non-spécifié (Naticidae),Naticidae (f.),,,145,,"4220.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.463",,,0
4221,d7939eca4bb44d25a5896292ee9d4961,4221,Northern moonsnail,Natice de l'Atlantique ou héros,Euspira heros,,,160315,,"4221.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.535",,,0
4222,"12d4a277035b4c16a95cbb3823ec8107",4222,Arctic moonsnail,Natice close,Cryptonatica affinis,,,140525,,"4222.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.585",,,0
4224,"813d2f660cf64328bbeeef2b2fe2db70",4224,Boreal rosy margarite,Margarite rosé du Nord,Margarites costalis,,,141819,,"4224.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.729",,,0
4225,c5b2e9c29f1f4a54b4fa565b7cc4f5cc,4225,Greenland margarite,Troque du groenland,Margarites groenlandicus,,,141820,,"4225.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.802",,,0
4227,a3dd744c4d404967a59b9729a59139b1,4227,"Wrinkle Whelk, New England Neptune",Neptunée à dix côtes,Neptunea decemcostata,,,491164,,"4227.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.853",,,0
4228,"607961307a6e46bf8c937219c5f71408",4228,Whelks unidentified (Colus sp.),Buccins non-spécifié (Colus sp.),Colus sp.,,,137704,,"4228.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:38.903",,,0
4229,"1d69f0efddbb4de59c6a7f36540bd4c8",4229,Turritellopsis unidentified,Turritellopsis non-spécifié,Turritellopsis sp.,,,138172,,"4229.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.027",,,0
4230,f73bf3ce888c4355a850ca9e53ba87d7,4230,Pelican foot unidentified,Aporrhais non-spécifié,Aporrhais sp.,,,137656,,"4230.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.061",,,0
4231,"05361c5893544686a751873041978c53",4231,Dog whelk,Pourpre de l'Atlantique,Nucella lapillus,,,140403,,"4231.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.111",,,0
4232,e3ecefc2ef38404c977856aeb779d595,4232,Eastern mud snail,Tritia obsoleta,Tritia obsoleta,,,876835,,"4232.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.23",,,0
4235,"9999938dc8a74d3baa2aa2c5d094ffb3",4235,Nassa mud snail unidentified,Nassariidae non-spécifié,Nassariidae (f.),,,151,,"4235.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.387",,,0
4240,"8bfbc4c83a8a4a59b876a74aa0a5aa39",4240,Epitonium unidentified,Epitonium non-spécifié,Epitonium sp.,,,137943,,"4240.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.48",,,0
4250,"9eb3be3e56d44ac4afd7cbd12365e9da",4250,Periwinkle unidentified,Littorinidae non-spécifié,Littorinidae (f.),,,119,,"4250.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.529",,,0
4255,"72e86f32be77426ea78ac1f6b91f8930",4255,Top shell unidentified,Trochidae non-spécifié,Trochidae (f.),,,443,,"4255.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:39.821",,,0
4259,"06144c225e214f8f9ebb90d749477d5d",4259,Boreal topsnail,Calliostoma occidentale,Calliostoma occidentale,,,141765,,"4259.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.064",,,0
4260,"24d0c48a509d4f4780c8f6c5732bb719",4260,Iceland moonsnail,Natice d'Islande,Amauropsis islandica,,,140521,,"4260.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.113",,,0
4300,fb08ddbaac4d4d7ab7da335f1018ea03,4300,Bivalve unidentified,Bivalve non-spécifié (Bivalvia),Bivalvia (c.),,,105,,"4300.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.165",,,0
4301,"7c1c353abdbf4e589c1c40405892ff76",4301,Atlantic jackknife clam,Couteau droit,Ensis leei,,,876640,,"4301.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.214",,,0
4303,"8dc95b3b657140e0aa5cee4f4b1b7f44",4303,Tellina unidentified,Tellina non-spécifié,Tellina sp.,,,138533,,"4303.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.384",,,0
4304,"12160f50f27a43049310de70ef07dc01",4304,Ocean quahog,Quahog nordique,Arctica islandica,,,138802,,"4304.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.455",,,0
4305,"5401155f2d5349988a4c775a8f6bb36e",4305,Gould's pandora,Pandore de Gould,Pandora gouldiana,,,156932,,"4305.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.506",,,0
4306,ff21450fffc9444888d0deed06dc03f8,4306,Glacial dipperclam,Bivalve (C. glacialis),Cuspidaria glacialis,,,139445,,"4306.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.556",,,0
4307,"8a9011ae9a4d489d97a888925deb34de",4307,Wavy astarte,Astarte ondulée,Astarte undata,,,156747,,"4307.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.606",,,0
4309,"3d8de50ea99e41ba8aafd460f373aeaa",4309,Truncate softshell,Mye tronquée,Mya truncata,,,140431,,"4309.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.706",,,0
4310,f10d3863f7df457b94c8f6c7c5f9c753,4310,Clam unidentified,Bivalves palourde non-spécifié,Protobranchia/Heteroconchia,,,,,"4310.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.757",,,0
4312,cc0d034251564500b5e6052a052f060a,4312,Northern propellerclam,Couteau de banks (pitot),Cyrtodaria siliqua,,,140102,,"4312.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.857",,,0
4313,"423a1ca5d18d4a39a901236d75efe125",4313,Macoma unidentified,Macoma non-spécifié,Macoma sp.,,,138531,,"4313.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:40.923",,,0
4315,"904652b7c2be49e49c08d38af76dc943",4315,Razor clam unidentified,Siliqua non-spécifié,Siliqua sp.,,,159997,,"4315.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.048",,,0
4316,"19cfc3600743431e8f0d51e555fd0620",4316,Astarte unidentified,Astarte non-spécifié,Astarte sp.,,,137683,,"4316.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.098",,,0
4317,c13bbb3fcf2045c3b616fe93caa0e9a3,4317,Atlantic surf clam,Mactre de l'Atlantique,Spisula solidissima,,,156996,,"4317.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.148",,,0
4318,"87056e1d2447493a87064539826b5a28",4318,Softshell clam,Mye commune,Mya arenaria,,,140430,,"4318.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.206",,,0
4319,"7d733b09b4004eab890f810d704a44c3",4319,"Arctic Saxicave, Arctic Hiatella",Saxicave arctique,Hiatella arctica,,,140103,,"4319.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.257",,,0
4320,caba81fe9b7648c9b239ada4b949fbb3,4320,Scallop unidentified,Pétoncles non-spécifié,Pectinidae (f.),,,213,,"4320.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.347",,,0
4321,"25b9a3e3ecee4cb5aa686a186aaf4e08",4321,Sea scallop,Pétoncle géant,Placopecten magellanicus,,,156972,,species_images_by_aphia_id/156972/156972_photo.jpg,"",0,0,"2020-08-13 14:04:48.376","2022-07-25 17:56:32.661475",,,0
4322,e4ce5a9e52b84795861f2c6c59359315,4322,Iceland scallop,Pétoncle d'Islande,Chlamys islandica,,,140692,,species_images_by_aphia_id/140692/140692_photo.jpg,"",0,0,"2020-08-13 14:04:48.376","2022-07-25 17:56:21.520201",,,0
4323,"2a13cba2aa92465e80190f2a0eceb3db",4323,Northern quahog,Palourde américaine,Mercenaria mercenaria,,,141919,,"4323.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.549",,,0
4326,"4282f568639c4784a26cb27cec97d70d",4326,American cupped oyster,Huitre américaine,Crassostrea virginica,,,140657,,"4326.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.759",,,0
4327,"148b9f3bf0a345789af43faa9555a64c",4327,Propellerclam unidentified,Couteau non-spécifié,Cyrtodaria sp.,,,138067,,"4327.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.817",,,0
4328,"31c609f5e8b143ba9631ea08a4007cf2",4328,Jingle Shell unidentified (Anomiidae),Anomiidae non-spécifié,Anomiidae (f.),,,214,,"4328.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.868",,,0
4329,bc054a28166c44ce8f8a1fa48aefdf27,4329,Venus clam unidentified,Veneridae non-spécifié,Veneridae (f.),,,243,,"4329.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.943",,,0
4330,"71ad1b8366544a628c56e15059f35bf8",4330,Mussel unidentified,Moule non-spécifié,Mytilidae (f.),,,211,,"4330.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:41.993",,,0
4331,b3a686d74f5a4259b96a9c3a178d1025,4331,Blue mussel,Moule bleue,Mytilus edulis,,,140480,,"4331.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.043",,,0
4332,"77207931b0154e91beacccdac4af458c",4332,Northern horsemussel,Moule géante,Modiolus modiolus,,,140467,,"4332.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.143",,,0
4334,"61d8a9625eb5474e81b034a4e5378fdb",4334,Black mussel,Moule noire,Musculus niger,,,140474,,"4334.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.243",,,0
4340,c478ef0e287e4d0fac51b152b48772b5,4340,Cockle unidentified,Cardiidé non-spécifié,Cardiidae (f.),,,229,,"4340.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.569",,,0
4341,"2f7db07840494cd19da9639854a58bd2",4341,Cardium unidentified,Cardium non-spécifié,Cardium sp.,,,137734,,"4341.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.636",,,0
4342,dfa927bdad084bda892ff445d5f666ff,4342,Iceland cockle,Coque d'Islande,Ciliatocardium ciliatum,,,139000,,"4342.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.686",,,0
4343,a3e17f95526244298a0709af94211065,4343,Greenland smoothcockle,Coque du Groenland,Serripes groenlandicus,,,582749,,"4343.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.736",,,0
4344,"445dcc323c7d4dd1b2614fcb53ff20eb",4344,Northern cyclocardia,Vénéricarde boréale,Cyclocardia borealis,,,156832,,"4344.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.81",,,0
4345,d03c0f56bda94ca8ba8f0c25003582f6,4345,Northern dwarf cockle,Coque naine du nord,Parvicardium pinnulatum,,,181343,,"4345.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:42.861",,,0
4348,cce7298be32d41c0828ad149bc9134b1,4348,Mollusc unidentified empty,Mollusca non-spécifié vide,Mollusca sp. empty,,,,,"4348.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.037",,,0
4349,b3ec6aa5d30e4b779c0df9a0f5c00200,4349,Scallop unidentified empty,Pectinidae non-spécifié vide,Pectinidae sp. empty,,,,,"4349.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.086",,,0
4350,d85c113d7e954e9baf59c3af49561f49,4350,Nut clam unidentified,Nuculidae non-spécifié,Nuculidae (f.),,,204,,"4350.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.153",,,0
4351,"4db406acd1c143b2859fd376afd77fe0",4351,Nutclam unidentified (Nuculana sp.),Bivalve non-spécifié (Nuculana sp.),Nuculana sp.,,,138259,,"4351.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.203",,,0
4352,fea15b62285745b0ad429c538253a02e,4352,Thin nut clam,Bivalve (N. tenuisulcata),Nuculana tenuisulcata,,,156923,,"4352.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.278",,,0
4354,"1439fc858ad84e07bf734cf750de8a6a",4354,Bivalve unidentified (Yoldia sp.),Bivalve non-spécifié (Yoldia sp.),Yoldia sp.,,,138672,,"4354.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.47",,,0
4355,e291728af89d4d7299e8eec251c3a030,4355,Arctic surfclam,Mactre de Stimpson,Mactromeris polynyma,,,156863,,"4355.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.538",,,0
4357,"4dbed5263e2b4ce58cd6d63b573c3030",4357,Broad yoldia,Bivalve (M. thraciaeformis),Megayoldia thraciaeformis,,,141983,,"4357.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.637",,,0
4359,a1c69414038943a4832530f5664aaf44,4359,Ribbed mussel,Geukensia demissa,Geukensia demissa,,,156859,,"4359.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.754",,,0
4360,a4fcb2f060c14d1e8a871a84f8333aaa,4360,Nuculanidae unidentified,Nuculanidae non-spécifié,Nuculanidae (f.),,,205,,"4360.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:43.805",,,0
4380,"32e4d46e026b47c6a1edaf3f3c2d1716",4380,Common jingle,Anomie simple,Anomia simplex,,,156737,,"4380.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:44.005",,,0
4381,f81b4e67885a48f6ac8a5740fe47b584,4381,Jingle Shell unidentified (Anomia sp.),Anomies  non-spécifié (Anomia sp.),Anomia sp.,,,137650,,"4381.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:44.055",,,0
4400,bfe7d6553bfa478395cfd9d1921f8ac5,4400,"Nudibranch, Sea Slug unidentified (Nudibranchia)",Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),,,1762,,"4400.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:44.163",,,0
4410,e4ae8418d52b46f0b466ac490981dd76,4410,Bushy Nudibranchs unidentified (Dendronotus sp.),Nudibranche non-spécifié (Dendronotus sp.),Dendronotus sp.,,,137885,,"4410.jpg","",0,0,"2020-08-13 14:04:48.376","2020-12-14 13:33:44.213",,,0
